"GUEST_DETAILS_ID","BOOKING_ID","ADULTS","CHILDREN","BABIES","IS_REPEATED_GUEST","TOTAL_OF_SPECIAL_REQUESTS"
20015,3553,2,0,0,0,0
20016,3553,2,0,0,0,1
20017,3553,2,0,0,0,0
20018,3553,2,0,0,0,1
20019,3553,2,0,0,0,1
20020,3553,2,0,0,0,0
20021,3553,2,0,0,0,0
20022,3553,2,0,0,0,0
20023,3553,1,0,0,0,0
20024,3553,2,0,0,0,0
20025,3553,2,0,0,0,0
20026,3553,2,0,0,0,1
20027,3553,2,0,0,0,1
20028,3553,2,0,0,0,0
20029,3553,2,0,0,0,0
20030,3553,2,0,0,0,1
20031,3553,2,0,0,0,1
20032,3553,2,0,0,0,1
20033,3553,1,0,0,0,0
20034,3553,2,0,0,0,1
20035,3553,2,0,0,0,1
20036,3554,2,0,0,1,2
20037,3554,1,0,0,0,2
20038,3555,2,0,0,0,1
20039,3556,2,0,0,0,0
20040,3556,2,1,0,0,1
20041,3557,2,0,0,0,0
20042,3557,2,1,0,0,1
20043,3558,2,0,0,0,2
20044,3559,1,0,0,0,1
20045,3560,2,0,0,0,1
20046,3560,2,0,0,0,0
20047,3560,2,0,0,0,1
20048,3561,3,0,0,0,0
20049,3561,2,0,0,0,0
20050,3562,2,0,0,0,0
20051,3562,2,0,0,0,0
20052,3652,2,0,0,0,0
20053,3652,2,0,0,0,0
20054,3652,2,0,0,0,0
20055,3652,2,0,0,0,0
20056,3652,2,0,0,0,0
20057,3652,2,0,0,0,0
20058,3652,1,0,0,0,0
20059,3652,2,0,0,0,0
20060,3652,2,0,0,0,0
20061,3652,2,0,0,0,0
20062,3652,2,0,0,0,0
20063,3652,2,0,0,0,0
20064,3652,2,0,0,0,0
20065,3652,1,0,0,0,0
20066,3652,1,0,0,0,0
20067,3652,1,0,0,0,0
20068,3652,2,0,0,0,0
20069,3652,2,0,0,0,0
20070,3652,2,0,0,0,0
20071,3652,2,0,0,0,0
20072,3652,2,0,0,0,0
20073,3652,0,0,0,0,0
20074,3652,1,0,0,0,0
20075,3652,1,0,0,0,0
20076,3652,2,0,0,0,0
20077,3652,2,0,0,0,0
20078,3652,1,0,0,0,0
20079,3652,1,0,0,0,0
20080,3652,2,0,0,0,0
20081,3652,2,0,0,0,0
20082,3652,2,0,0,0,0
20083,3652,2,0,0,0,0
20084,3652,2,0,0,0,0
20085,3652,1,0,0,0,0
20086,3652,2,0,0,0,0
20087,3652,2,0,0,0,0
20088,3652,1,0,0,0,0
20089,3652,2,0,0,0,0
20090,3652,2,0,0,0,0
20091,3652,2,0,0,0,0
20092,3652,2,0,0,0,0
20093,3652,2,0,0,0,0
20094,3652,0,0,0,0,0
20095,3652,2,0,0,0,0
20096,3652,3,0,0,0,0
20097,3652,2,0,0,0,0
20098,3652,2,0,0,0,0
20099,3652,2,0,0,0,0
20100,3652,2,0,0,0,0
20101,3652,1,0,0,0,0
20102,3652,1,0,0,0,0
20103,3652,1,0,0,0,0
20104,3652,2,0,0,0,0
20105,3652,1,0,0,0,0
20106,3653,2,0,0,0,2
20107,3653,2,0,0,0,2
20108,3654,2,0,0,0,0
20109,3654,2,0,0,0,0
20110,3654,2,0,0,0,0
20111,3654,2,0,0,0,0
20112,3654,2,0,0,0,0
20113,3654,2,0,0,0,0
20114,3654,1,0,0,0,0
20115,3654,2,0,0,0,0
20116,3654,2,0,0,0,0
20117,3654,2,0,0,0,0
20118,3654,2,0,0,0,0
20119,3654,2,0,0,0,0
20120,3654,2,0,0,0,0
20121,3654,1,0,0,0,0
20122,3654,1,0,0,0,0
20123,3654,1,0,0,0,0
20124,3654,2,0,0,0,0
20125,3654,2,0,0,0,0
20126,3654,2,0,0,0,0
20127,3654,2,0,0,0,0
20128,3654,2,0,0,0,0
20129,3654,0,0,0,0,0
20130,3654,1,0,0,0,0
20131,3654,1,0,0,0,0
20132,3654,2,0,0,0,0
20133,3654,2,0,0,0,0
20134,3654,1,0,0,0,0
20135,3654,1,0,0,0,0
20136,3654,2,0,0,0,0
20137,3654,2,0,0,0,0
20138,3654,2,0,0,0,0
20139,3654,2,0,0,0,0
20140,3654,2,0,0,0,0
20141,3654,1,0,0,0,0
20142,3654,2,0,0,0,0
20143,3654,2,0,0,0,0
20144,3654,1,0,0,0,0
20145,3654,2,0,0,0,0
20146,3654,2,0,0,0,0
20147,3654,2,0,0,0,0
20148,3654,2,0,0,0,0
20149,3654,2,0,0,0,0
20150,3654,0,0,0,0,0
20151,3654,2,0,0,0,0
20152,3654,3,0,0,0,0
20153,3654,2,0,0,0,0
20154,3654,2,0,0,0,0
20155,3654,2,0,0,0,0
20156,3654,2,0,0,0,0
20157,3654,1,0,0,0,0
20158,3654,1,0,0,0,0
20159,3654,1,0,0,0,0
20160,3654,2,0,0,0,0
20161,3654,1,0,0,0,0
20162,3655,2,0,0,0,0
20163,3655,2,0,0,0,0
20164,3655,2,0,0,0,0
20165,3655,2,0,0,0,0
20166,3655,2,0,0,0,0
20167,3655,2,0,0,0,0
20168,3655,1,0,0,0,0
20169,3655,2,0,0,0,0
20170,3655,2,0,0,0,0
20171,3655,2,0,0,0,0
20172,3655,2,0,0,0,0
20173,3655,2,0,0,0,0
20174,3655,2,0,0,0,0
20175,3655,1,0,0,0,0
20176,3655,1,0,0,0,0
20177,3655,1,0,0,0,0
20178,3655,2,0,0,0,0
20179,3655,2,0,0,0,0
20180,3655,2,0,0,0,0
20181,3655,2,0,0,0,0
20182,3655,2,0,0,0,0
20183,3655,0,0,0,0,0
20184,3655,1,0,0,0,0
20185,3655,1,0,0,0,0
20186,3655,2,0,0,0,0
20187,3655,2,0,0,0,0
20188,3655,1,0,0,0,0
20189,3655,1,0,0,0,0
20190,3655,2,0,0,0,0
20191,3655,2,0,0,0,0
20192,3655,2,0,0,0,0
20193,3655,2,0,0,0,0
20194,3655,2,0,0,0,0
20195,3655,1,0,0,0,0
20196,3655,2,0,0,0,0
20197,3655,2,0,0,0,0
20198,3655,1,0,0,0,0
20199,3655,2,0,0,0,0
20200,3655,2,0,0,0,0
20201,3655,2,0,0,0,0
20202,3655,2,0,0,0,0
20203,3655,2,0,0,0,0
20204,3655,0,0,0,0,0
20205,3655,2,0,0,0,0
20206,3655,3,0,0,0,0
20207,3655,2,0,0,0,0
20208,3655,2,0,0,0,0
20209,3655,2,0,0,0,0
20210,3655,2,0,0,0,0
20211,3655,1,0,0,0,0
20212,3655,1,0,0,0,0
20213,3655,1,0,0,0,0
20214,3655,2,0,0,0,0
20215,3655,1,0,0,0,0
20216,3656,2,0,0,0,0
20217,3656,2,0,0,0,0
20218,3656,2,0,0,0,0
20219,3656,2,0,0,0,0
20220,3656,2,0,0,0,0
20221,3656,2,0,0,0,0
20222,3656,1,0,0,0,0
20223,3656,2,0,0,0,0
20224,3656,2,0,0,0,0
20225,3656,2,0,0,0,0
20226,3656,2,0,0,0,0
20227,3656,2,0,0,0,0
20228,3656,2,0,0,0,0
20229,3656,1,0,0,0,0
20230,3656,1,0,0,0,0
20231,3656,1,0,0,0,0
20232,3656,2,0,0,0,0
20233,3656,2,0,0,0,0
20234,3656,2,0,0,0,0
20235,3656,2,0,0,0,0
20236,3656,2,0,0,0,0
20237,3656,0,0,0,0,0
20238,3656,1,0,0,0,0
20239,3656,1,0,0,0,0
20240,3656,2,0,0,0,0
20241,3656,2,0,0,0,0
20242,3656,1,0,0,0,0
20243,3656,1,0,0,0,0
20244,3656,2,0,0,0,0
20245,3656,2,0,0,0,0
20246,3656,2,0,0,0,0
20247,3656,2,0,0,0,0
20248,3656,2,0,0,0,0
20249,3656,1,0,0,0,0
20250,3656,2,0,0,0,0
20251,3656,2,0,0,0,0
20252,3656,1,0,0,0,0
20253,3656,2,0,0,0,0
20254,3656,2,0,0,0,0
20255,3656,2,0,0,0,0
20256,3656,2,0,0,0,0
20257,3656,2,0,0,0,0
20258,3656,0,0,0,0,0
20259,3656,2,0,0,0,0
20260,3656,3,0,0,0,0
20261,3656,2,0,0,0,0
20262,3656,2,0,0,0,0
20263,3656,2,0,0,0,0
20264,3656,2,0,0,0,0
20265,3656,1,0,0,0,0
20266,3656,1,0,0,0,0
20267,3656,1,0,0,0,0
20268,3656,2,0,0,0,0
20269,3656,1,0,0,0,0
20270,3657,2,0,0,0,0
20271,3657,2,0,0,0,0
20272,3657,2,0,0,0,0
20273,3657,2,0,0,0,0
20274,3657,2,0,0,0,0
20275,3657,2,0,0,0,0
20276,3657,1,0,0,0,0
20277,3657,2,0,0,0,0
20278,3657,2,0,0,0,0
20279,3657,2,0,0,0,0
20280,3657,2,0,0,0,0
20281,3657,2,0,0,0,0
20282,3657,2,0,0,0,0
20283,3657,1,0,0,0,0
20284,3657,1,0,0,0,0
20285,3657,1,0,0,0,0
20286,3657,2,0,0,0,0
20287,3657,2,0,0,0,0
20288,3657,2,0,0,0,0
20289,3657,2,0,0,0,0
20290,3657,2,0,0,0,0
20291,3657,0,0,0,0,0
20292,3657,1,0,0,0,0
20293,3657,1,0,0,0,0
20294,3657,2,0,0,0,0
20295,3657,2,0,0,0,0
20296,3657,1,0,0,0,0
20297,3657,1,0,0,0,0
20298,3657,2,0,0,0,0
20299,3657,2,0,0,0,0
20300,3657,2,0,0,0,0
20301,3657,2,0,0,0,0
20302,3657,2,0,0,0,0
20303,3657,1,0,0,0,0
20304,3657,2,0,0,0,0
20305,3657,2,0,0,0,0
20306,3657,1,0,0,0,0
20307,3657,2,0,0,0,0
20308,3657,2,0,0,0,0
20309,3657,2,0,0,0,0
20310,3657,2,0,0,0,0
20311,3657,2,0,0,0,0
20312,3657,0,0,0,0,0
20313,3657,2,0,0,0,0
20314,3657,3,0,0,0,0
20315,3657,2,0,0,0,0
20316,3657,2,0,0,0,0
20317,3657,2,0,0,0,0
20318,3657,2,0,0,0,0
20319,3657,1,0,0,0,0
20320,3657,1,0,0,0,0
20321,3657,1,0,0,0,0
20322,3657,2,0,0,0,0
20323,3657,1,0,0,0,0
20324,3658,2,0,0,0,0
20325,3658,2,0,0,0,0
20326,3658,2,0,0,0,0
20327,3658,2,0,0,0,0
20328,3658,2,0,0,0,0
20329,3658,2,0,0,0,0
20330,3658,1,0,0,0,0
20331,3658,2,0,0,0,0
20332,3658,2,0,0,0,0
20333,3658,2,0,0,0,0
20334,3658,2,0,0,0,0
20335,3658,2,0,0,0,0
20336,3658,2,0,0,0,0
20337,3658,1,0,0,0,0
20338,3658,1,0,0,0,0
20339,3658,1,0,0,0,0
20340,3658,2,0,0,0,0
20341,3658,2,0,0,0,0
20342,3658,2,0,0,0,0
20343,3658,2,0,0,0,0
20344,3658,2,0,0,0,0
20345,3658,0,0,0,0,0
20346,3658,1,0,0,0,0
20347,3658,1,0,0,0,0
20348,3658,2,0,0,0,0
20349,3658,2,0,0,0,0
20350,3658,1,0,0,0,0
20351,3658,1,0,0,0,0
20352,3658,2,0,0,0,0
20353,3658,2,0,0,0,0
20354,3658,2,0,0,0,0
20355,3658,2,0,0,0,0
20356,3658,2,0,0,0,0
20357,3658,1,0,0,0,0
20358,3658,2,0,0,0,0
20359,3658,2,0,0,0,0
20360,3658,1,0,0,0,0
20361,3658,2,0,0,0,0
20362,3658,2,0,0,0,0
20363,3658,2,0,0,0,0
20364,3658,2,0,0,0,0
20365,3658,2,0,0,0,0
20366,3658,0,0,0,0,0
20367,3658,2,0,0,0,0
20368,3658,3,0,0,0,0
20369,3658,2,0,0,0,0
20370,3658,2,0,0,0,0
20371,3658,2,0,0,0,0
20372,3658,2,0,0,0,0
20373,3658,1,0,0,0,0
20374,3658,1,0,0,0,0
20375,3658,1,0,0,0,0
20376,3658,2,0,0,0,0
20377,3658,1,0,0,0,0
20378,3659,2,0,0,0,0
20379,3659,2,0,0,0,0
20380,3659,2,0,0,0,0
20381,3659,2,0,0,0,0
20382,3659,2,0,0,0,0
20383,3659,2,0,0,0,0
20384,3659,1,0,0,0,0
20385,3659,2,0,0,0,0
20386,3659,2,0,0,0,0
20387,3659,2,0,0,0,0
20388,3659,2,0,0,0,0
20389,3659,2,0,0,0,0
20390,3659,2,0,0,0,0
20391,3659,1,0,0,0,0
20392,3659,1,0,0,0,0
20393,3659,1,0,0,0,0
20394,3659,2,0,0,0,0
20395,3659,2,0,0,0,0
20396,3659,2,0,0,0,0
20397,3659,2,0,0,0,0
20398,3659,2,0,0,0,0
20399,3659,0,0,0,0,0
20400,3659,1,0,0,0,0
20401,3659,1,0,0,0,0
20402,3659,2,0,0,0,0
20403,3659,2,0,0,0,0
20404,3659,1,0,0,0,0
20405,3659,1,0,0,0,0
20406,3659,2,0,0,0,0
20407,3659,2,0,0,0,0
20408,3659,2,0,0,0,0
20409,3659,2,0,0,0,0
20410,3659,2,0,0,0,0
20411,3659,1,0,0,0,0
20412,3659,2,0,0,0,0
20413,3659,2,0,0,0,0
20414,3659,1,0,0,0,0
20415,3659,2,0,0,0,0
20416,3659,2,0,0,0,0
20417,3659,2,0,0,0,0
20418,3659,2,0,0,0,0
20419,3659,2,0,0,0,0
20420,3659,0,0,0,0,0
20421,3659,2,0,0,0,0
20422,3659,3,0,0,0,0
20423,3659,2,0,0,0,0
20424,3659,2,0,0,0,0
20425,3659,2,0,0,0,0
20426,3659,2,0,0,0,0
20427,3659,1,0,0,0,0
20428,3659,1,0,0,0,0
20429,3659,1,0,0,0,0
20430,3659,2,0,0,0,0
20431,3659,1,0,0,0,0
20432,3660,2,0,0,0,0
20433,3660,2,0,0,0,0
20434,3660,2,0,0,0,0
20435,3660,2,0,0,0,0
20436,3660,2,0,0,0,0
20437,3660,2,0,0,0,0
20438,3660,1,0,0,0,0
20439,3660,2,0,0,0,0
20440,3660,2,0,0,0,0
20441,3660,2,0,0,0,0
20442,3660,2,0,0,0,0
20443,3660,2,0,0,0,0
20444,3660,2,0,0,0,0
20445,3660,1,0,0,0,0
20446,3660,1,0,0,0,0
20447,3660,1,0,0,0,0
20448,3660,2,0,0,0,0
20449,3660,2,0,0,0,0
20450,3660,2,0,0,0,0
20451,3660,2,0,0,0,0
20452,3660,2,0,0,0,0
20453,3660,0,0,0,0,0
20454,3660,1,0,0,0,0
20455,3660,1,0,0,0,0
20456,3660,2,0,0,0,0
20457,3660,2,0,0,0,0
20458,3660,1,0,0,0,0
20459,3660,1,0,0,0,0
20460,3660,2,0,0,0,0
20461,3660,2,0,0,0,0
20462,3660,2,0,0,0,0
20463,3660,2,0,0,0,0
20464,3660,2,0,0,0,0
20465,3660,1,0,0,0,0
20466,3660,2,0,0,0,0
20467,3660,2,0,0,0,0
20468,3660,1,0,0,0,0
20469,3660,2,0,0,0,0
20470,3660,2,0,0,0,0
20471,3660,2,0,0,0,0
20472,3660,2,0,0,0,0
20473,3660,2,0,0,0,0
20474,3660,0,0,0,0,0
20475,3660,2,0,0,0,0
20476,3660,3,0,0,0,0
20477,3660,2,0,0,0,0
20478,3660,2,0,0,0,0
20479,3660,2,0,0,0,0
20480,3660,2,0,0,0,0
20481,3660,1,0,0,0,0
20482,3660,1,0,0,0,0
20483,3660,1,0,0,0,0
20484,3660,2,0,0,0,0
20485,3660,1,0,0,0,0
20486,3661,2,0,0,0,0
20487,3661,2,0,0,0,0
20488,3661,2,0,0,0,0
20489,3661,2,0,0,0,0
20490,3661,2,0,0,0,0
20491,3661,2,0,0,0,0
20492,3661,1,0,0,0,0
20493,3661,2,0,0,0,0
20494,3661,2,0,0,0,0
20495,3661,2,0,0,0,0
20496,3661,2,0,0,0,0
20497,3661,2,0,0,0,0
20498,3661,2,0,0,0,0
20499,3661,1,0,0,0,0
20500,3661,1,0,0,0,0
20501,3661,1,0,0,0,0
20502,3661,2,0,0,0,0
20503,3661,2,0,0,0,0
20504,3661,2,0,0,0,0
20505,3661,2,0,0,0,0
20506,3661,2,0,0,0,0
20507,3661,0,0,0,0,0
20508,3661,1,0,0,0,0
20509,3661,1,0,0,0,0
20510,3661,2,0,0,0,0
20511,3661,2,0,0,0,0
20512,3661,1,0,0,0,0
20513,3661,1,0,0,0,0
20514,3661,2,0,0,0,0
20515,3661,2,0,0,0,0
20516,3661,2,0,0,0,0
20517,3661,2,0,0,0,0
20518,3661,2,0,0,0,0
20519,3661,1,0,0,0,0
20520,3661,2,0,0,0,0
20521,3661,2,0,0,0,0
20522,3661,1,0,0,0,0
20523,3661,2,0,0,0,0
20524,3661,2,0,0,0,0
20525,3661,2,0,0,0,0
20526,3661,2,0,0,0,0
20527,3661,2,0,0,0,0
20528,3661,0,0,0,0,0
20529,3661,2,0,0,0,0
20530,3661,3,0,0,0,0
20531,3661,2,0,0,0,0
20532,3661,2,0,0,0,0
20533,3661,2,0,0,0,0
20534,3661,2,0,0,0,0
20535,3661,1,0,0,0,0
20536,3661,1,0,0,0,0
20537,3661,1,0,0,0,0
20538,3661,2,0,0,0,0
20539,3661,1,0,0,0,0
20540,3662,2,0,0,0,0
20541,3662,2,0,0,0,0
20542,3662,2,0,0,0,0
20543,3662,2,0,0,0,0
20544,3662,2,0,0,0,0
20545,3662,2,0,0,0,0
20546,3662,1,0,0,0,0
20547,3662,2,0,0,0,0
20548,3662,2,0,0,0,0
20549,3662,2,0,0,0,0
20550,3662,2,0,0,0,0
20551,3662,2,0,0,0,0
20552,3662,2,0,0,0,0
20553,3662,1,0,0,0,0
20554,3662,1,0,0,0,0
20555,3662,1,0,0,0,0
20556,3662,2,0,0,0,0
20557,3662,2,0,0,0,0
20558,3662,2,0,0,0,0
20559,3662,2,0,0,0,0
20560,3662,2,0,0,0,0
20561,3662,0,0,0,0,0
20562,3662,1,0,0,0,0
20563,3662,1,0,0,0,0
20564,3662,2,0,0,0,0
20565,3662,2,0,0,0,0
20566,3662,1,0,0,0,0
20567,3662,1,0,0,0,0
20568,3662,2,0,0,0,0
20569,3662,2,0,0,0,0
20570,3662,2,0,0,0,0
20571,3662,2,0,0,0,0
20572,3662,2,0,0,0,0
20573,3662,1,0,0,0,0
20574,3662,2,0,0,0,0
20575,3662,2,0,0,0,0
20576,3662,1,0,0,0,0
20577,3662,2,0,0,0,0
20578,3662,2,0,0,0,0
20579,3662,2,0,0,0,0
20580,3662,2,0,0,0,0
20581,3662,2,0,0,0,0
20582,3662,0,0,0,0,0
20583,3662,2,0,0,0,0
20584,3662,3,0,0,0,0
20585,3662,2,0,0,0,0
20586,3662,2,0,0,0,0
20587,3662,2,0,0,0,0
20588,3662,2,0,0,0,0
20589,3662,1,0,0,0,0
20590,3662,1,0,0,0,0
20591,3662,1,0,0,0,0
20592,3662,2,0,0,0,0
20593,3662,1,0,0,0,0
20594,3663,2,0,0,0,0
20595,3663,2,0,0,0,0
20596,3663,2,0,0,0,0
20597,3663,2,0,0,0,0
20598,3663,2,0,0,0,0
20599,3663,2,0,0,0,0
20600,3663,1,0,0,0,0
20601,3663,2,0,0,0,0
20602,3663,2,0,0,0,0
20603,3663,2,0,0,0,0
20604,3663,2,0,0,0,0
20605,3663,2,0,0,0,0
20606,3663,2,0,0,0,0
20607,3663,1,0,0,0,0
20608,3663,1,0,0,0,0
20609,3663,1,0,0,0,0
20610,3663,2,0,0,0,0
20611,3663,2,0,0,0,0
20612,3663,2,0,0,0,0
20613,3663,2,0,0,0,0
20614,3663,2,0,0,0,0
20615,3663,0,0,0,0,0
20616,3663,1,0,0,0,0
20617,3663,1,0,0,0,0
20618,3663,2,0,0,0,0
20619,3663,2,0,0,0,0
20620,3663,1,0,0,0,0
20621,3663,1,0,0,0,0
20622,3663,2,0,0,0,0
20623,3663,2,0,0,0,0
20624,3663,2,0,0,0,0
20625,3663,2,0,0,0,0
20626,3663,2,0,0,0,0
20627,3663,1,0,0,0,0
20628,3663,2,0,0,0,0
20629,3663,2,0,0,0,0
20630,3663,1,0,0,0,0
20631,3663,2,0,0,0,0
20632,3663,2,0,0,0,0
20633,3663,2,0,0,0,0
20634,3663,2,0,0,0,0
20635,3663,2,0,0,0,0
20636,3663,0,0,0,0,0
20637,3663,2,0,0,0,0
20638,3663,3,0,0,0,0
20639,3663,2,0,0,0,0
20640,3663,2,0,0,0,0
20641,3663,2,0,0,0,0
20642,3663,2,0,0,0,0
20643,3663,1,0,0,0,0
20644,3663,1,0,0,0,0
20645,3663,1,0,0,0,0
20646,3663,2,0,0,0,0
20647,3663,1,0,0,0,0
20648,3664,2,0,0,0,0
20649,3664,2,0,0,0,0
20650,3664,2,0,0,0,0
20651,3664,2,0,0,0,0
20652,3664,2,0,0,0,0
20653,3664,2,0,0,0,0
20654,3664,1,0,0,0,0
20655,3664,2,0,0,0,0
20656,3664,2,0,0,0,0
20657,3664,2,0,0,0,0
20658,3664,2,0,0,0,0
20659,3664,2,0,0,0,0
20660,3664,2,0,0,0,0
20661,3664,1,0,0,0,0
20662,3664,1,0,0,0,0
20663,3664,1,0,0,0,0
20664,3664,2,0,0,0,0
20665,3664,2,0,0,0,0
20666,3664,2,0,0,0,0
20667,3664,2,0,0,0,0
20668,3664,2,0,0,0,0
20669,3664,0,0,0,0,0
20670,3664,1,0,0,0,0
20671,3664,1,0,0,0,0
20672,3664,2,0,0,0,0
20673,3664,2,0,0,0,0
20674,3664,1,0,0,0,0
20675,3664,1,0,0,0,0
20676,3664,2,0,0,0,0
20677,3664,2,0,0,0,0
20678,3664,2,0,0,0,0
20679,3664,2,0,0,0,0
20680,3664,2,0,0,0,0
20681,3664,1,0,0,0,0
20682,3664,2,0,0,0,0
20683,3664,2,0,0,0,0
20684,3664,1,0,0,0,0
20685,3664,2,0,0,0,0
20686,3664,2,0,0,0,0
20687,3664,2,0,0,0,0
20688,3664,2,0,0,0,0
20689,3664,2,0,0,0,0
20690,3664,0,0,0,0,0
20691,3664,2,0,0,0,0
20692,3664,3,0,0,0,0
20693,3664,2,0,0,0,0
20694,3664,2,0,0,0,0
20695,3664,2,0,0,0,0
20696,3664,2,0,0,0,0
20697,3664,1,0,0,0,0
20698,3664,1,0,0,0,0
20699,3664,1,0,0,0,0
20700,3664,2,0,0,0,0
20701,3664,1,0,0,0,0
20702,3665,2,0,0,0,0
20703,3665,2,0,0,0,0
20704,3665,2,0,0,0,0
20705,3665,2,0,0,0,0
20706,3665,2,0,0,0,0
20707,3665,2,0,0,0,0
20708,3665,1,0,0,0,0
20709,3665,2,0,0,0,0
20710,3665,2,0,0,0,0
20711,3665,2,0,0,0,0
20712,3665,2,0,0,0,0
20713,3665,2,0,0,0,0
20714,3665,2,0,0,0,0
20715,3665,1,0,0,0,0
20716,3665,1,0,0,0,0
20717,3665,1,0,0,0,0
20718,3665,2,0,0,0,0
20719,3665,2,0,0,0,0
20720,3665,2,0,0,0,0
20721,3665,2,0,0,0,0
20722,3665,2,0,0,0,0
20723,3665,0,0,0,0,0
20724,3665,1,0,0,0,0
20725,3665,1,0,0,0,0
20726,3665,2,0,0,0,0
20727,3665,2,0,0,0,0
20728,3665,1,0,0,0,0
20729,3665,1,0,0,0,0
20730,3665,2,0,0,0,0
20731,3665,2,0,0,0,0
20732,3665,2,0,0,0,0
20733,3665,2,0,0,0,0
20734,3665,2,0,0,0,0
20735,3665,1,0,0,0,0
20736,3665,2,0,0,0,0
20737,3665,2,0,0,0,0
20738,3665,1,0,0,0,0
20739,3665,2,0,0,0,0
20740,3665,2,0,0,0,0
20741,3665,2,0,0,0,0
20742,3665,2,0,0,0,0
20743,3665,2,0,0,0,0
20744,3665,0,0,0,0,0
20745,3665,2,0,0,0,0
20746,3665,3,0,0,0,0
20747,3665,2,0,0,0,0
20748,3665,2,0,0,0,0
20749,3665,2,0,0,0,0
20750,3665,2,0,0,0,0
20751,3665,1,0,0,0,0
20752,3665,1,0,0,0,0
20753,3665,1,0,0,0,0
20754,3665,2,0,0,0,0
20755,3665,1,0,0,0,0
20756,3666,2,0,0,0,0
20757,3666,2,0,0,0,0
20758,3666,2,0,0,0,0
20759,3666,2,0,0,0,0
20760,3666,2,0,0,0,0
20761,3666,2,0,0,0,0
20762,3666,1,0,0,0,0
20763,3666,2,0,0,0,0
20764,3666,2,0,0,0,0
20765,3666,2,0,0,0,0
20766,3666,2,0,0,0,0
20767,3666,2,0,0,0,0
20768,3666,2,0,0,0,0
20769,3666,1,0,0,0,0
20770,3666,1,0,0,0,0
20771,3666,1,0,0,0,0
20772,3666,2,0,0,0,0
20773,3666,2,0,0,0,0
20774,3666,2,0,0,0,0
20775,3666,2,0,0,0,0
20776,3666,2,0,0,0,0
20777,3666,0,0,0,0,0
20778,3666,1,0,0,0,0
20779,3666,1,0,0,0,0
20780,3666,2,0,0,0,0
20781,3666,2,0,0,0,0
20782,3666,1,0,0,0,0
20783,3666,1,0,0,0,0
20784,3666,2,0,0,0,0
20785,3666,2,0,0,0,0
20786,3666,2,0,0,0,0
20787,3666,2,0,0,0,0
20788,3666,2,0,0,0,0
20789,3666,1,0,0,0,0
20790,3666,2,0,0,0,0
20791,3666,2,0,0,0,0
20792,3666,1,0,0,0,0
20793,3666,2,0,0,0,0
20794,3666,2,0,0,0,0
20795,3666,2,0,0,0,0
20796,3666,2,0,0,0,0
20797,3666,2,0,0,0,0
20798,3666,0,0,0,0,0
20799,3666,2,0,0,0,0
20800,3666,3,0,0,0,0
20801,3666,2,0,0,0,0
20802,3666,2,0,0,0,0
20803,3666,2,0,0,0,0
20804,3666,2,0,0,0,0
20805,3666,1,0,0,0,0
20806,3666,1,0,0,0,0
20807,3666,1,0,0,0,0
20808,3666,2,0,0,0,0
20809,3666,1,0,0,0,0
20810,3667,2,0,0,0,0
20811,3667,2,0,0,0,0
20812,3667,2,0,0,0,0
20813,3667,2,0,0,0,0
20814,3667,2,0,0,0,0
20815,3667,2,0,0,0,0
20816,3667,1,0,0,0,0
20817,3667,2,0,0,0,0
20818,3667,2,0,0,0,0
20819,3667,2,0,0,0,0
20820,3667,2,0,0,0,0
20821,3667,2,0,0,0,0
20822,3667,2,0,0,0,0
20823,3667,1,0,0,0,0
20824,3667,1,0,0,0,0
20825,3667,1,0,0,0,0
20826,3667,2,0,0,0,0
20827,3667,2,0,0,0,0
20828,3667,2,0,0,0,0
20829,3667,2,0,0,0,0
20830,3667,2,0,0,0,0
20831,3667,0,0,0,0,0
20832,3667,1,0,0,0,0
20833,3667,1,0,0,0,0
20834,3667,2,0,0,0,0
20835,3667,2,0,0,0,0
20836,3667,1,0,0,0,0
20837,3667,1,0,0,0,0
20838,3667,2,0,0,0,0
20839,3667,2,0,0,0,0
20840,3667,2,0,0,0,0
20841,3667,2,0,0,0,0
20842,3667,2,0,0,0,0
20843,3667,1,0,0,0,0
20844,3667,2,0,0,0,0
20845,3667,2,0,0,0,0
20846,3667,1,0,0,0,0
20847,3667,2,0,0,0,0
20848,3667,2,0,0,0,0
20849,3667,2,0,0,0,0
20850,3667,2,0,0,0,0
20851,3667,2,0,0,0,0
20852,3667,0,0,0,0,0
20853,3667,2,0,0,0,0
20854,3667,3,0,0,0,0
20855,3667,2,0,0,0,0
20856,3667,2,0,0,0,0
20857,3667,2,0,0,0,0
20858,3667,2,0,0,0,0
20859,3667,1,0,0,0,0
20860,3667,1,0,0,0,0
20861,3667,1,0,0,0,0
20862,3667,2,0,0,0,0
20863,3667,1,0,0,0,0
20864,3668,2,0,0,0,2
20865,3669,2,0,0,0,0
20866,3669,2,0,0,0,0
20867,3669,2,0,0,0,0
20868,3669,2,0,0,0,0
20869,3669,2,0,0,0,0
20870,3669,2,0,0,0,0
20871,3669,1,0,0,0,0
20872,3669,2,0,0,0,0
20873,3669,2,0,0,0,0
20874,3669,2,0,0,0,0
20875,3669,2,0,0,0,0
20876,3669,2,0,0,0,0
20877,3669,2,0,0,0,0
20878,3669,1,0,0,0,0
20879,3669,1,0,0,0,0
20880,3669,1,0,0,0,0
20881,3669,2,0,0,0,0
20882,3669,2,0,0,0,0
20883,3669,2,0,0,0,0
20884,3669,2,0,0,0,0
